时间,开盘,最高,最低,收盘,涨跌,涨幅%,振幅%,总手(万),金额(亿)
"2016-01-13,三",3209.82,3231.23,3209.55,3213.83,3.83,0.12,0.675,894625000,10864011000
"2016-01-13,三",3213.55,3223.21,3179.04,3179.22,-34.6,-1.08,1.37,1182040700,13114711000
"2016-01-13,三",3178.73,3197.06,3155.88,3155.88,-23.35,-0.73,1.3,2402857100,26275960000
"2016-01-14,四",3076.64,3148.08,3072.32,3148.08,-7.8,-0.25,2.4,3241972500,33076703000
"2016-01-14,四",3148.45,3149.45,3121.55,3145,-3.08,-0.1,0.886,1510807100,15343400000
"2016-01-14,四",3145.19,3145.19,3108.88,3125.34,-19.66,-0.63,1.15,1281767100,13009253000
"2016-01-14,四",3125.18,3141.82,3123.52,3136.67,11.33,0.36,0.586,840417700,9430065000
"2016-01-14,四",3136.83,3178.38,3135.52,3178.37,41.7,1.33,1.37,1199888000,13465530000
"2016-01-14,四",3179.21,3195.54,3171.26,3181.08,2.71,0.09,0.764,1521199900,17635387000
"2016-01-14,四",3181.85,3213.45,3181.56,3202.3,21.22,0.67,1,1596555700,18787653000
"2016-01-14,四",3202.61,3226.4,3197.82,3221.57,19.28,0.6,0.893,2261159000,24023589000
"2016-01-15,五",3200.89,3216.29,3192,3216.25,-5.32,-0.17,0.754,2215785500,25894013000
"2016-01-15,五",3216.75,3216.75,3188.77,3189.29,-26.96,-0.84,0.87,1376367600,15046256000
"2016-01-15,五",3188.95,3194.65,3175.1,3183.49,-5.8,-0.18,0.613,1189290200,12624075000
"2016-01-15,五",3184.29,3193.97,3172.48,3172.53,-10.96,-0.34,0.675,806105400,8469459000
"2016-01-15,五",3171.07,3171.07,3117.63,3131.1,-41.44,-1.31,1.68,1942613600,19727007000
"2016-01-15,五",3130.6,3158.29,3127.35,3157.51,26.41,0.84,0.988,1203682000,12765425000
"2016-01-15,五",3156.71,3157.07,3102.42,3114.02,-43.48,-1.38,1.73,1613886200,16579403000
"2016-01-15,五",3114.44,3133.38,3101.33,3118.73,4.71,0.15,1.03,2112447400,20777099000
"2016-01-18,一",3068.23,3131.97,3066.92,3123.69,4.96,0.16,2.09,2205915100,23554994000
"2016-01-18,一",3125.29,3136,3110.45,3112.84,-10.86,-0.35,0.818,1210735000,13103579000
"2016-01-18,一",3112.72,3115.33,3093.62,3115.3,2.47,0.08,0.697,1053231000,11042495000
"2016-01-18,一",3115.39,3125,3098.87,3125,9.7,0.31,0.839,694559900,7366632000
"2016-01-18,一",3129.18,3160.04,3129.03,3160.04,35.04,1.12,0.992,1524917100,16003376000
"2016-01-18,一",3159.98,3165.62,3140.13,3140.16,-19.88,-0.63,0.807,1085340200,12125690000
"2016-01-18,一",3140.51,3159.22,3133.96,3138.12,-2.04,-0.06,0.804,1045877400,11864163000
"2016-01-18,一",3138.14,3138.14,3123.93,3130.73,-7.39,-0.24,0.453,1292262900,14397358000
"2016-01-19,二",3132.7,3143.93,3119.58,3138.07,7.35,0.23,0.778,1570800000,17881608000
"2016-01-19,二",3137.88,3146.13,3122.84,3127.57,-10.5,-0.33,0.742,1146818900,12725186000
"2016-01-19,二",3127.56,3131.21,3119.61,3128.65,1.08,0.03,0.371,718900000,8165647000
"2016-01-19,二",3128.11,3173.58,3122.1,3173.49,44.84,1.43,1.65,1273577600,13416407000
"2016-01-19,二",3174.23,3213.25,3174.23,3210.77,37.29,1.17,1.23,2811817200,30877219000
"2016-01-19,二",3210.63,3225.51,3203.38,3209.29,-1.49,-0.05,0.689,1973486200,22040074000
"2016-01-19,二",3209.48,3225.37,3208.82,3212.32,3.03,0.09,0.516,1403259100,16452173000
"2016-01-19,二",3212.45,3227.7,3212.36,3223.13,10.81,0.34,0.477,1866730300,21349366000
"2016-01-20,三",3204.22,3221.65,3198.49,3212.64,-10.48,-0.33,0.718,2890278100,31690512000
"2016-01-20,三",3212.39,3225.79,3202.96,3205.79,-6.86,-0.21,0.711,1951582200,20939016000
"2016-01-20,三",3204.66,3211.41,3188.05,3192.21,-13.58,-0.42,0.729,1613093100,17737572000
"2016-01-20,三",3192.29,3194.3,3167.07,3170.33,-21.88,-0.69,0.853,1436148800,16262961000
"2016-01-20,三",3169.48,3180.64,3154.56,3168.76,-1.57,-0.05,0.823,1638340700,16994753000
"2016-01-20,三",3168.58,3194.71,3163.36,3184.59,15.83,0.5,0.989,1185162500,12628497000
"2016-01-20,三",3184.26,3185.49,3163.01,3177.15,-7.44,-0.23,0.706,949006200,10860747000
"2016-01-20,三",3177.23,3190.56,3169.59,3174.38,-2.78,-0.09,0.66,1401438800,16199272000
"2016-01-21,四",3136.38,3161.49,3131.32,3160.57,-13.81,-0.44,0.951,2109604700,22694389000
"2016-01-21,四",3160.77,3164.06,3144.14,3163.25,2.68,0.08,0.63,1085179800,11892692000
"2016-01-21,四",3163.25,3182.38,3161.09,3182.38,19.14,0.6,0.673,970980100,10926326000
"2016-01-21,四",3182.5,3202.52,3172.86,3195.07,12.69,0.4,0.932,1206209400,12861959000
"2016-01-21,四",3195.14,3195.14,3159.53,3160.16,-34.92,-1.09,1.11,1033728200,11554924000
"2016-01-21,四",3159.5,3159.5,3128.15,3135.28,-24.88,-0.79,0.992,1376513300,15583580000
"2016-01-21,四",3135.64,3149.83,3123.57,3124.18,-11.09,-0.35,0.838,1031217700,11584478000
"2016-01-21,四",3124.07,3133.71,3081.35,3081.35,-42.84,-1.37,1.68,2305540100,24757847000
"2016-01-22,五",3114.9,3122.16,3081.18,3084.13,2.78,0.09,1.33,2095080900,22034381000
"2016-01-22,五",3083.74,3109.99,3080.42,3100.24,16.11,0.52,0.959,885116000,10007818000
"2016-01-22,五",3099.22,3099.74,3083.09,3084.13,-16.11,-0.52,0.537,675470000,7651926000
"2016-01-22,五",3084.35,3084.35,3053.96,3073.28,-10.85,-0.35,0.985,1157683000,12065188000
"2016-01-22,五",3073.43,3105.08,3073.43,3104.49,31.21,1.02,1.03,894698000,9805689000
"2016-01-22,五",3104.26,3122.26,3092.54,3122.26,17.77,0.57,0.957,1072923500,11281919000
"2016-01-22,五",3122.57,3132.08,3101.73,3102.16,-20.1,-0.64,0.972,1085812500,11864744000
"2016-01-22,五",3102.05,3113.46,3100.82,3113.46,11.31,0.36,0.408,1128324800,12174008000
"2016-01-25,一",3129.03,3133.76,3114.21,3132.7,19.24,0.62,0.628,2022053600,19741032000
"2016-01-25,一",3132.33,3137.74,3121.95,3127.25,-5.45,-0.17,0.504,1170772500,12275528000
"2016-01-25,一",3127.13,3140.86,3125.11,3136.75,9.5,0.3,0.504,782316000,9157345000
"2016-01-25,一",3137.58,3149.33,3137.39,3139.61,2.86,0.09,0.381,904286800,9369254000
"2016-01-25,一",3139.68,3142.21,3129.97,3131.15,-8.47,-0.27,0.39,601692500,6568273000
"2016-01-25,一",3131.08,3131.08,3120.3,3122.77,-8.38,-0.27,0.344,729638700,8009465000
"2016-01-25,一",3122.5,3124.2,3105.1,3108.75,-14.01,-0.45,0.612,922491400,9778530000
"2016-01-25,一",3108.86,3128.98,3108.68,3128.89,20.14,0.65,0.653,1020754600,10878464000
"2016-01-26,二",3099.6,3103.48,3081.69,3090.87,-38.02,-1.22,0.696,1676894600,17593559000
"2016-01-26,二",3090.58,3095.07,3081.52,3088.21,-2.66,-0.09,0.438,842593300,9024453000
"2016-01-26,二",3087.89,3106.36,3084.01,3100.4,12.19,0.39,0.724,731481100,7929626000
"2016-01-26,二",3100.73,3105.67,3074.1,3074.1,-26.3,-0.85,1.02,758673000,7920306000
"2016-01-26,二",3074.38,3074.38,3051.08,3065.75,-8.35,-0.27,0.758,1359623000,14069732000
"2016-01-26,二",3065.31,3067.48,3031.35,3045.6,-20.15,-0.66,1.18,1364991900,14072705000
"2016-01-26,二",3045.54,3050.3,2975.81,2987.42,-58.18,-1.91,2.45,2337099600,22843462000
"2016-01-26,二",2988.01,2988.01,2934.82,2940.51,-46.91,-1.57,1.78,3622035600,33796809000
"2016-01-27,三",2953.18,2963.54,2913.82,2922.61,-17.9,-0.61,1.69,2709477700,25736199000
"2016-01-27,三",2922.83,2928.36,2893.53,2924.77,2.16,0.07,1.19,1873480200,18193477000
"2016-01-27,三",2924.66,2932.16,2915.01,2920.3,-4.47,-0.15,0.586,863264900,8687941000
"2016-01-27,三",2918.93,2918.93,2875.1,2875.1,-45.2,-1.55,1.5,1317863700,12304774000
"2016-01-27,三",2875,2891.7,2839.49,2882.37,7.28,0.25,1.82,2146576100,20018732000
"2016-01-27,三",2882.68,2900.49,2867.53,2880.96,-1.41,-0.05,1.14,1057213200,10188064000
"2016-01-27,三",2879.82,2951.17,2865.57,2945.19,64.23,2.23,2.97,1742161800,16630432000
"2016-01-27,三",2944.13,2945.35,2923.48,2930.35,-14.84,-0.5,0.743,1512899000,15238051000
"2016-01-28,四",2909.33,2940.17,2894.83,2939.25,8.9,0.3,1.55,1806929600,18406916000
"2016-01-28,四",2939.05,2941.7,2916.07,2916.07,-23.18,-0.79,0.872,1081701000,11375159000
"2016-01-28,四",2915.32,2926.45,2910.77,2923.6,7.53,0.26,0.538,779324700,8016996000
"2016-01-28,四",2923.88,2937.28,2920.81,2922.14,-1.46,-0.05,0.563,552479900,5662716000
"2016-01-28,四",2922.34,2922.47,2894.84,2897,-25.14,-0.86,0.946,818874600,7928616000
"2016-01-28,四",2897.42,2905.24,2878.08,2895.04,-1.96,-0.07,0.938,1114223500,10283241000
"2016-01-28,四",2896.26,2917.04,2889.22,2889.22,-5.82,-0.2,0.961,1051329500,10195282000
"2016-01-28,四",2889.93,2892.28,2842.37,2853.76,-35.46,-1.23,1.73,2717412800,23794948000
"2016-01-29,五",2855.6,2883.42,2854.37,2883.42,29.66,1.04,1.02,2139533600,19243706000
"2016-01-29,五",2883.98,2914.33,2883.98,2904,20.59,0.71,1.05,1876659800,18937167000
"2016-01-29,五",2902.73,2938.59,2900.42,2931.03,27.03,0.93,1.31,1439293400,14581193000
"2016-01-29,五",2930.64,2930.64,2918.16,2919.35,-11.68,-0.4,0.426,761000000,7937415000
"2016-01-29,五",2921.6,2945.4,2921.49,2943.07,23.72,0.81,0.819,1165786300,10576368000
"2016-01-29,五",2942.81,2952.73,2931.05,2942.05,-1.02,-0.03,0.737,1145664700,10600279000
"2016-01-29,五",2941.79,2957.81,2935.68,2954.78,12.73,0.43,0.752,1116851400,11126969000
"2016-01-29,五",2954.64,2965.22,2943.55,2946.09,-8.69,-0.29,0.733,1685636700,16459259000
"2016-02-01,一",2939.04,2944.46,2925.64,2925.8,-20.29,-0.69,0.639,1901622100,18535514000
"2016-02-01,一",2925.76,2935.76,2921.64,2935.57,9.77,0.33,0.483,1008828700,9811411000
"2016-02-01,一",2936.47,2939.93,2913.41,2914.24,-21.34,-0.73,0.904,1001908800,9846230000
"2016-02-01,一",2913.75,2915.12,2899.96,2901.37,-12.87,-0.44,0.52,1001039900,9170366000
"2016-02-01,一",2900.5,2912.69,2896.06,2910.23,8.86,0.31,0.573,642109600,6154145000
"2016-02-01,一",2909.8,2922.38,2901.15,2901.4,-8.83,-0.3,0.729,700548500,6891488000
"2016-02-01,一",2901.66,2901.86,2881.57,2885.6,-15.8,-0.54,0.699,1107017800,10068349000
"2016-02-01,一",2885.32,2901.57,2869.75,2901.05,15.45,0.54,1.1,1316458800,12453950000
"2016-02-02,二",2901.53,2942.78,2901.51,2940.28,39.24,1.35,1.42,1502303800,15439664000
"2016-02-02,二",2941.11,2959.38,2937.21,2958.9,18.62,0.63,0.754,1302336900,13644114000
"2016-02-02,二",2959.1,2971.65,2948.6,2971.65,12.75,0.43,0.779,1126870800,11372637000
"2016-02-02,二",2971.69,2972.11,2960.88,2969.09,-2.56,-0.09,0.378,1001494300,9410351000
"2016-02-02,二",2969.15,2971.7,2955.04,2959.52,-9.57,-0.32,0.561,905757800,9087375000
"2016-02-02,二",2959.79,2970.2,2958.83,2959.68,0.16,0.01,0.384,840250400,8896665000
"2016-02-02,二",2959.95,2960.98,2947.39,2950.42,-9.26,-0.31,0.459,1019057700,9540167000
"2016-02-02,二",2949.64,2961.87,2948.77,2961.33,10.91,0.37,0.444,1162124600,11349257000
"2016-02-03,三",2931.29,2935.91,2912.87,2919.66,-41.67,-1.41,0.778,1980876900,18979311000
"2016-02-03,三",2920.14,2935.37,2917.05,2930.47,10.8,0.37,0.628,964115400,9180827000
"2016-02-03,三",2930.88,2935.75,2920.76,2921.88,-8.58,-0.29,0.512,708296200,6907890000
"2016-02-03,三",2921.32,2937.15,2920.64,2929.71,7.83,0.27,0.565,525355700,5552912000
"2016-02-03,三",2930.6,2931.26,2923.13,2923.99,-5.72,-0.2,0.277,539348300,5008938000
"2016-02-03,三",2925.6,2925.6,2910.26,2923.16,-0.83,-0.03,0.525,826939400,7795069000
"2016-02-03,三",2922.31,2942.28,2919.18,2940.04,16.88,0.58,0.79,782755100,7762322000
"2016-02-03,三",2939.74,2954.71,2932.34,2948.64,8.6,0.29,0.761,1411213000,13629823000
"2016-02-04,四",2960.33,2993.73,2960.33,2991.07,42.43,1.44,1.13,2060704000,20075710000
"2016-02-04,四",2990.56,2997.38,2986.87,2989.43,-1.64,-0.05,0.351,1588408800,15275781000
"2016-02-04,四",2988.93,2999.16,2988.93,2992.89,3.46,0.12,0.342,1072787800,10522038000
"2016-02-04,四",2993.16,2993.21,2971.95,2972.01,-20.89,-0.7,0.71,897511600,9410862000
"2016-02-04,四",2972.96,2986.98,2972.39,2986.56,14.55,0.49,0.491,578089600,6049909000
"2016-02-04,四",2986.5,2986.77,2966.15,2972.38,-14.17,-0.47,0.69,816297200,8321815000
"2016-02-04,四",2972.2,2983.11,2971.84,2979.08,6.7,0.23,0.379,733528900,7935002000
"2016-02-04,四",2978.91,2991.11,2978.62,2984.76,5.68,0.19,0.419,1430644500,13959229000
"2016-02-05,五",2982.06,2988.01,2973.75,2981.32,-3.44,-0.12,0.478,1653650000,16960942000
"2016-02-05,五",2981.37,2986.25,2977.74,2978.76,-2.56,-0.09,0.286,1000742900,10103728000
"2016-02-05,五",2979.22,2979.22,2966.64,2973.02,-5.73,-0.19,0.422,917144900,9390349000
"2016-02-05,五",2972.84,2978.45,2967.25,2975.66,2.63,0.09,0.377,522831600,5492900000
"2016-02-05,五",2975.92,2978.5,2970.08,2975.89,0.23,0.01,0.283,468333300,4790963000
"2016-02-05,五",2976.26,2987.72,2975.19,2982.63,6.74,0.23,0.421,752895000,7027396000
"2016-02-05,五",2982.68,2982.77,2962.91,2968.55,-14.08,-0.47,0.666,939913300,9457168000
"2016-02-05,五",2968.03,2976.1,2962.88,2963.79,-4.76,-0.16,0.445,1429569800,14219776000
"2016-02-15,一",2888.43,2912.72,2887.91,2910.09,-53.7,-1.81,0.837,2227111800,21392713000
"2016-02-15,一",2910.41,2921.33,2900.71,2920.73,10.64,0.37,0.709,880674200,8466653000
"2016-02-15,一",2921.38,2924.49,2912.52,2924.07,3.34,0.11,0.41,571934300,5759238000
"2016-02-15,一",2923.85,2930.25,2920.76,2921.23,-2.83,-0.1,0.325,489983000,5139077000
"2016-02-15,一",2922.41,2948.11,2922.41,2943.63,22.39,0.77,0.879,659264300,6116295000
"2016-02-15,一",2943.62,2954.85,2937.68,2942.2,-1.43,-0.05,0.583,643540100,6790038000
"2016-02-15,一",2941.97,2954.81,2937.84,2954.81,12.61,0.43,0.577,786810600,7147981000
"2016-02-15,一",2955.12,2961.45,2946.12,2946.71,-8.11,-0.27,0.519,1032625100,10473054000
"2016-02-16,二",2962.19,2997.34,2962.19,2994.16,47.46,1.61,1.19,2330139200,20453681000
"2016-02-16,二",2994.13,3022.86,2994.13,3019.85,25.69,0.86,0.959,1845371000,18669935000
"2016-02-16,二",3019.85,3026.43,3014.46,3020.36,0.51,0.02,0.396,1196288500,12735350000
"2016-02-16,二",3020.27,3032.27,3019.78,3030.59,10.23,0.34,0.413,1001842100,11600775000
"2016-02-16,二",3031.65,3039.62,3031.65,3032.03,1.44,0.05,0.263,1072091700,10968471000
"2016-02-16,二",3031.6,3032.49,3022.36,3029.65,-2.37,-0.08,0.334,1095707700,11019753000
"2016-02-16,二",3029.77,3037.98,3026.03,3033.83,4.17,0.14,0.394,1081573500,11181071000
"2016-02-16,二",3033.64,3042.03,3033.47,3037.04,3.21,0.11,0.282,1634950600,15671456000
"2016-02-17,三",3034.09,3054.27,3028.42,3045.84,8.8,0.29,0.851,2953305700,27051933000
"2016-02-17,三",3046,3062.81,3037.88,3057.98,12.15,0.4,0.818,2240825200,19801268000
"2016-02-17,三",3058.25,3061.8,3050.41,3052.41,-5.57,-0.18,0.372,1411241500,13872522000
"2016-02-17,三",3052.07,3053.2,3032.16,3032.16,-20.26,-0.66,0.689,1217466600,12320243000
"2016-02-17,三",3031.01,3042.92,3027.11,3039.68,7.52,0.25,0.522,1074795900,10185905000
"2016-02-17,三",3039.52,3051.97,3039.49,3050.34,10.66,0.35,0.411,912606700,9246575000
"2016-02-17,三",3049.7,3058.19,3042.98,3046.21,-4.14,-0.14,0.499,1038596900,10508128000
"2016-02-17,三",3046.1,3065.38,3046.1,3063.32,17.11,0.56,0.633,1980322200,19292766000
"2016-02-18,四",3079.53,3093.51,3070.4,3087.43,24.11,0.79,0.755,3365972500,32896301000
"2016-02-18,四",3087.32,3087.32,3067.84,3069.08,-18.35,-0.59,0.631,1917717700,19779755000
"2016-02-18,四",3068.89,3080.82,3066.23,3066.23,-2.85,-0.09,0.476,1298017900,11936756000
"2016-02-18,四",3066.23,3077.25,3059.77,3077.25,11.02,0.36,0.57,1125717800,9859464000
"2016-02-18,四",3077.77,3082.28,3073.74,3076.69,-0.56,-0.02,0.277,979399000,9453100000
"2016-02-18,四",3076.39,3077.15,3061.53,3072.29,-4.41,-0.14,0.508,1079017900,10991230000
"2016-02-18,四",3072.21,3078.78,3069.72,3072.13,-0.16,-0.01,0.295,895071500,9473550000
"2016-02-18,四",3071.87,3071.96,3049.99,3053.7,-18.43,-0.6,0.715,1779232100,18228456000
"2016-02-19,五",3047.94,3061.88,3045.15,3053.27,-0.43,-0.01,0.548,1794023200,18379301000
"2016-02-19,五",3052.94,3062.28,3046.19,3056.18,2.92,0.1,0.527,1064935900,11033771000
"2016-02-19,五",3055.85,3056.72,3046.3,3046.3,-9.88,-0.32,0.341,770966200,7817585000
"2016-02-19,五",3046.45,3048.24,3032.88,3041.86,-4.44,-0.15,0.505,1037033100,9968033000
"2016-02-19,五",3041.77,3053.64,3040.34,3049.17,7.31,0.24,0.437,645826000,7316384000
"2016-02-19,五",3049.35,3065.97,3048.5,3059.39,10.22,0.34,0.573,988998000,10964301000
"2016-02-19,五",3059.53,3059.54,3041.23,3045.97,-13.41,-0.44,0.598,1005282200,10748130000
"2016-02-19,五",3046.31,3052.41,3035.69,3051.59,5.61,0.18,0.549,1426736600,14621836000
"2016-02-22,一",3083.93,3089.94,3072.28,3081.13,29.54,0.97,0.578,2833247700,29621416000
"2016-02-22,一",3081.38,3082.44,3071.55,3078.37,-2.75,-0.09,0.353,1355156500,13759430000
"2016-02-22,一",3078.32,3101.9,3078.26,3101.9,23.53,0.76,0.768,2161670100,19368730000
"2016-02-22,一",3102.55,3119.41,3102.55,3112.43,10.53,0.34,0.544,2077585000,20819712000
"2016-02-22,一",3113.62,3127.73,3107.88,3125.7,13.27,0.43,0.638,1378243700,14135708000
"2016-02-22,一",3126.13,3126.13,3109.46,3112.79,-12.91,-0.41,0.533,1456854100,14212787000
"2016-02-22,一",3112.9,3115.01,3102.88,3112.32,-0.47,-0.02,0.389,1203147700,12294865000
"2016-02-22,一",3111.5,3119.37,3109.83,3118.87,6.55,0.21,0.306,1628791200,17471432000
"2016-02-23,二",3117.2,3119.14,3102.75,3104.55,-14.32,-0.46,0.526,2570372000,26944506000
