时间,开盘,最高,最低,收盘,涨跌,涨幅%,振幅%,总手(万),金额(亿)
"2016-01-13,三",3245.03,3249.73,3212.98,3221.15,-23.67,-0.73,1.13,2067096800,23407745000
"2016-01-13,三",3221.08,3231.23,3194.33,3213.83,-7.33,-0.23,1.15,2037919100,24655747000
"2016-01-13,三",3213.55,3223.21,3155.88,3155.88,-57.95,-1.8,2.1,3584897800,39390671000
"2016-01-14,四",3076.64,3149.45,3072.32,3145,-10.88,-0.34,2.44,4752779600,48420103000
"2016-01-14,四",3145.19,3145.19,3108.88,3136.67,-8.33,-0.26,1.15,2122184800,22439318000
"2016-01-14,四",3136.83,3195.54,3135.52,3181.08,44.41,1.42,1.91,2721087900,31100917000
"2016-01-14,四",3181.85,3226.4,3181.56,3221.57,40.49,1.27,1.41,3857714700,42811242000
"2016-01-15,五",3200.89,3216.75,3188.77,3189.29,-32.28,-1,0.868,3592153100,40940269000
"2016-01-15,五",3188.95,3194.65,3172.48,3172.53,-16.76,-0.53,0.695,1995395600,21093534000
"2016-01-15,五",3171.07,3171.07,3117.63,3157.51,-15.03,-0.47,1.68,3146295600,32492432000
"2016-01-15,五",3156.71,3157.07,3101.33,3118.73,-38.78,-1.23,1.77,3726333600,37356502000
"2016-01-18,一",3068.23,3136,3066.92,3112.84,-5.89,-0.19,2.21,3416650100,36658573000
"2016-01-18,一",3112.72,3125,3093.62,3125,12.16,0.39,1.01,1747790900,18409127000
"2016-01-18,一",3129.18,3165.62,3129.03,3140.16,15.16,0.49,1.17,2610257300,28129066000
"2016-01-18,一",3140.51,3159.22,3123.93,3130.73,-9.43,-0.3,1.12,2338140300,26261521000
"2016-01-19,二",3132.7,3146.13,3119.58,3127.57,-3.16,-0.1,0.848,2717618900,30606794000
"2016-01-19,二",3127.56,3173.58,3119.61,3173.49,45.92,1.47,1.73,1992477600,21582054000
"2016-01-19,二",3174.23,3225.51,3174.23,3209.29,35.8,1.13,1.62,4785303400,52917293000
"2016-01-19,二",3209.48,3227.7,3208.82,3223.13,13.84,0.43,0.588,3269989400,37801539000
"2016-01-20,三",3204.22,3225.79,3198.49,3205.79,-17.34,-0.54,0.847,4841860300,52629528000
"2016-01-20,三",3204.66,3211.41,3167.07,3170.33,-35.45,-1.11,1.38,3049241900,34000533000
"2016-01-20,三",3169.48,3194.71,3154.56,3184.59,14.26,0.45,1.27,2823503200,29623250000
"2016-01-20,三",3184.26,3190.56,3163.01,3174.38,-10.21,-0.32,0.865,2350445000,27060019000
"2016-01-21,四",3136.38,3164.06,3131.32,3163.25,-11.13,-0.35,1.03,3194784500,34587081000
"2016-01-21,四",3163.25,3202.52,3161.09,3195.07,31.83,1.01,1.31,2177189500,23788285000
"2016-01-21,四",3195.14,3195.14,3128.15,3135.28,-59.8,-1.87,2.1,2410241500,27138504000
"2016-01-21,四",3135.64,3149.83,3081.35,3081.35,-53.93,-1.72,2.18,3336757800,36342325000
"2016-01-22,五",3114.9,3122.16,3080.42,3100.24,18.89,0.61,1.35,2980196900,32042199000
"2016-01-22,五",3099.22,3099.74,3053.96,3073.28,-26.96,-0.87,1.48,1833153000,19717114000
"2016-01-22,五",3073.43,3122.26,3073.43,3122.26,48.98,1.59,1.59,1967621500,21087608000
"2016-01-22,五",3122.57,3132.08,3100.82,3113.46,-8.8,-0.28,1,2214137300,24038752000
"2016-01-25,一",3129.03,3137.74,3114.21,3127.25,13.79,0.44,0.756,3192826100,32016560000
"2016-01-25,一",3127.13,3149.33,3125.11,3139.61,12.37,0.4,0.774,1686602800,18526599000
"2016-01-25,一",3139.68,3142.21,3120.3,3122.77,-16.85,-0.54,0.698,1331331200,14577738000
"2016-01-25,一",3122.5,3128.98,3105.1,3128.89,6.12,0.2,0.765,1943246000,20656994000
"2016-01-26,二",3099.6,3103.48,3081.52,3088.21,-40.68,-1.3,0.702,2519487900,26618012000
"2016-01-26,二",3087.89,3106.36,3074.1,3074.1,-14.11,-0.46,1.04,1490154100,15849932000
"2016-01-26,二",3074.38,3074.38,3031.35,3045.6,-28.51,-0.93,1.4,2724614900,28142437000
"2016-01-26,二",3045.54,3050.3,2934.82,2940.51,-105.09,-3.45,3.79,5959135200,56640271000
"2016-01-27,三",2953.18,2963.54,2893.53,2924.77,-15.74,-0.54,2.38,4582957900,43929676000
"2016-01-27,三",2924.66,2932.16,2875.1,2875.1,-49.68,-1.7,1.95,2181128600,20992715000
"2016-01-27,三",2875,2900.49,2839.49,2880.96,5.86,0.2,2.12,3203789300,30206796000
"2016-01-27,三",2879.82,2951.17,2865.57,2930.35,49.39,1.71,2.97,3255060800,31868483000
"2016-01-28,四",2909.33,2941.7,2894.83,2916.07,-14.28,-0.49,1.6,2888630600,29782075000
"2016-01-28,四",2915.32,2937.28,2910.77,2922.14,6.07,0.21,0.909,1331804600,13679712000
"2016-01-28,四",2922.34,2922.47,2878.08,2895.04,-27.1,-0.93,1.52,1933098100,18211857000
"2016-01-28,四",2896.26,2917.04,2842.37,2853.76,-41.28,-1.43,2.58,3768742300,33990230000
"2016-01-29,五",2855.6,2914.33,2854.37,2904,50.24,1.76,2.1,4016193400,38180873000
"2016-01-29,五",2902.73,2938.59,2900.42,2919.35,15.35,0.53,1.31,2200293400,22518608000
"2016-01-29,五",2921.6,2952.73,2921.49,2942.05,22.7,0.78,1.07,2311451000,21176647000
"2016-01-29,五",2941.79,2965.22,2935.68,2946.09,4.04,0.14,1,2802488100,27586228000
"2016-02-01,一",2939.04,2944.46,2921.64,2935.57,-10.52,-0.36,0.775,2910450800,28346925000
"2016-02-01,一",2936.47,2939.93,2899.96,2901.37,-34.2,-1.17,1.36,2002948700,19016596000
"2016-02-01,一",2900.5,2922.38,2896.06,2901.4,0.03,0,0.907,1342658100,13045633000
"2016-02-01,一",2901.66,2901.86,2869.75,2901.05,-0.35,-0.01,1.11,2423476600,22522299000
"2016-02-02,二",2901.53,2959.38,2901.51,2958.9,57.85,1.99,1.99,2804640700,29083778000
"2016-02-02,二",2959.1,2972.11,2948.6,2969.09,10.19,0.34,0.794,2128365100,20782988000
"2016-02-02,二",2969.15,2971.7,2955.04,2959.68,-9.41,-0.32,0.561,1746008200,17984040000
"2016-02-02,二",2959.95,2961.87,2947.39,2961.33,1.65,0.06,0.489,2181182300,20889424000
"2016-02-03,三",2931.29,2935.91,2912.87,2930.47,-30.87,-1.04,0.778,2944992300,28160138000
"2016-02-03,三",2930.88,2937.15,2920.64,2929.71,-0.76,-0.03,0.563,1233651900,12460802000
"2016-02-03,三",2930.6,2931.26,2910.26,2923.16,-6.55,-0.22,0.717,1366287700,12804007000
"2016-02-03,三",2922.31,2954.71,2919.18,2948.64,25.48,0.87,1.22,2193968100,21392145000
"2016-02-04,四",2960.33,2997.38,2960.33,2989.43,40.8,1.38,1.26,3649112800,35351491000
"2016-02-04,四",2988.93,2999.16,2971.95,2972.01,-17.43,-0.58,0.91,1970299400,19932900000
"2016-02-04,四",2972.96,2986.98,2966.15,2972.38,0.38,0.01,0.701,1394386800,14371724000
"2016-02-04,四",2972.2,2991.11,2971.84,2984.76,12.38,0.42,0.648,2164173400,21894231000
"2016-02-05,五",2982.06,2988.01,2973.75,2978.76,-6,-0.2,0.478,2654392900,27064670000
"2016-02-05,五",2979.22,2979.22,2966.64,2975.66,-3.1,-0.1,0.422,1439976500,14883249000
"2016-02-05,五",2975.92,2987.72,2970.08,2982.63,6.97,0.23,0.593,1221228300,11818359000
"2016-02-05,五",2982.68,2982.77,2962.88,2963.79,-18.84,-0.63,0.667,2369483100,23676944000
"2016-02-15,一",2888.43,2921.33,2887.91,2920.73,-43.06,-1.45,1.13,3107786000,29859366000
"2016-02-15,一",2921.38,2930.25,2912.52,2921.23,0.51,0.02,0.607,1061917300,10898315000
"2016-02-15,一",2922.41,2954.85,2922.41,2942.2,20.97,0.72,1.11,1302804400,12906333000
"2016-02-15,一",2941.97,2961.45,2937.84,2946.71,4.5,0.15,0.802,1819435700,17621035000
"2016-02-16,二",2962.19,3022.86,2962.19,3019.85,73.14,2.48,2.06,4175510200,39123616000
"2016-02-16,二",3019.85,3032.27,3014.46,3030.59,10.74,0.36,0.59,2198130600,24336125000
"2016-02-16,二",3031.65,3039.62,3022.36,3029.65,-0.94,-0.03,0.569,2167799400,21988224000
"2016-02-16,二",3029.77,3042.03,3026.03,3037.04,7.38,0.24,0.528,2716524100,26852527000
"2016-02-17,三",3034.09,3062.81,3028.42,3057.98,20.95,0.69,1.13,5194130900,46853201000
"2016-02-17,三",3058.25,3061.8,3032.16,3032.16,-25.83,-0.84,0.969,2628708100,26192765000
"2016-02-17,三",3031.01,3051.97,3027.11,3050.34,18.18,0.6,0.82,1987402600,19432480000
"2016-02-17,三",3049.7,3065.38,3042.98,3063.32,12.98,0.43,0.735,3018919100,29800894000
"2016-02-18,四",3079.53,3093.51,3067.84,3069.08,5.76,0.19,0.838,5283690200,52676056000
"2016-02-18,四",3068.89,3080.82,3059.77,3077.25,8.17,0.27,0.686,2423735700,21796220000
"2016-02-18,四",3077.77,3082.28,3061.53,3072.29,-4.96,-0.16,0.674,2058416900,20444330000
"2016-02-18,四",3072.21,3078.78,3049.99,3053.7,-18.59,-0.6,0.937,2674303600,27702006000
"2016-02-19,五",3047.94,3062.28,3045.15,3056.18,2.49,0.08,0.561,2858959100,29413072000
"2016-02-19,五",3055.85,3056.72,3032.88,3041.86,-14.33,-0.47,0.78,1807999300,17785618000
"2016-02-19,五",3041.77,3065.97,3040.34,3059.39,17.53,0.58,0.842,1634824000,18280685000
"2016-02-19,五",3059.53,3059.54,3035.69,3051.59,-7.8,-0.26,0.78,2432018800,25369966000
"2016-02-22,一",3083.93,3089.94,3071.55,3078.37,26.79,0.88,0.602,4188404200,43380846000
"2016-02-22,一",3078.32,3119.41,3078.26,3112.43,34.06,1.11,1.34,4239255100,40188442000
"2016-02-22,一",3113.62,3127.73,3107.88,3112.79,0.36,0.01,0.638,2835097800,28348495000
"2016-02-22,一",3112.9,3119.37,3102.88,3118.87,6.08,0.2,0.529,2831938900,29766297000
"2016-02-23,二",3117.2,3119.14,3093.79,3094.61,-24.26,-0.78,0.813,4320778600,45279142000
"2016-02-23,二",3094.65,3103.55,3077.29,3079.1,-15.51,-0.5,0.849,2365072800,24958126000
"2016-02-23,二",3078.93,3091.87,3071.4,3075.5,-3.61,-0.12,0.665,2016444300,20592803000
"2016-02-23,二",3075.83,3089.87,3061.54,3089.36,13.87,0.45,0.921,2554443400,26646398000
"2016-02-24,三",3077.61,3108.65,3075.98,3084.93,-4.43,-0.14,1.06,3613169200,36485126000
"2016-02-24,三",3084.91,3089.2,3072.39,3079.12,-5.82,-0.19,0.545,1966055800,19896100000
"2016-02-24,三",3078.81,3078.81,3055.39,3065.6,-13.52,-0.44,0.761,2284796500,23196853000
"2016-02-24,三",3065.01,3109.55,3063.83,3109.55,43.95,1.43,1.49,3314243500,33340528000
"2016-02-25,四",3104.41,3104.41,3059.19,3059.21,-50.34,-1.62,1.45,4055974000,41738995000
"2016-02-25,四",3058.8,3067.94,3004.9,3005.23,-53.98,-1.76,2.06,3292737700,31544532000
"2016-02-25,四",3005.15,3014.93,2977.3,3001.82,-3.4,-0.11,1.25,3268367500,31738378000
"2016-02-25,四",3001.7,3001.7,2905.62,2918.75,-83.07,-2.77,3.2,5165895800,48471095000
"2016-02-26,五",2942.1,2955.02,2925.79,2946.9,28.15,0.96,1,3821053800,36698792000
"2016-02-26,五",2947.42,2957.26,2925.98,2937.65,-9.25,-0.31,1.06,1793170700,17408674000
"2016-02-26,五",2937.92,2940.65,2903.23,2933.82,-3.83,-0.13,1.27,2297152200,22099796000
"2016-02-26,五",2933.56,2964.39,2933.56,2948.03,14.21,0.48,1.05,2783596200,26324309000
"2016-02-29,一",2939.58,2939.87,2832.19,2849.42,-98.62,-3.35,3.65,5704208800,50994310000
"2016-02-29,一",2848.78,2882.25,2838.8,2859.1,9.69,0.34,1.53,1929889300,17611997000
"2016-02-29,一",2859.22,2859.22,2821.22,2843.68,-15.42,-0.54,1.33,2126479800,20548224000
"2016-02-29,一",2843.31,2877.73,2822.36,2877.47,33.78,1.19,1.95,3173524100,29286298000
"2016-03-01,二",2881.34,2901.77,2863.88,2895.63,18.17,0.63,1.32,3842210200,35310181000
"2016-03-01,二",2896.22,2903.63,2879.09,2889.05,-6.59,-0.23,0.848,1875803700,16617801000
"2016-03-01,二",2889.15,2917.45,2863.57,2917.22,28.18,0.98,1.87,2197074900,21702708000
"2016-03-01,二",2917.02,2950.42,2908.14,2930.69,13.47,0.46,1.45,3689503000,36860347000
"2016-03-02,三",2933.92,2974.41,2933.3,2965.29,34.6,1.18,1.4,4810471200,44561562000
"2016-03-02,三",2965.2,2994.86,2954.38,2994.86,29.57,1,1.37,3156081400,29428547000
"2016-03-02,三",2997.09,3044.83,2997.09,3036.41,41.54,1.39,1.59,4971845100,46481997000
"2016-03-02,三",3036.29,3054.58,3025.14,3051.33,14.93,0.49,0.97,4658836300,43553054000
"2016-03-03,四",3050.39,3075.95,3043.28,3069.66,18.33,0.6,1.07,7182499700,68136030000
"2016-03-03,四",3068.94,3078.3,3042.7,3053.06,-16.61,-0.54,1.16,3706167500,35621392000
"2016-03-03,四",3053.2,3070.7,3048.99,3057.46,4.4,0.14,0.711,2441332100,23874823000
"2016-03-03,四",3057.64,3061.34,3040.57,3058.42,0.97,0.03,0.679,3980574700,37876835000
"2016-03-04,五",3047.54,3069.55,3041.05,3065.05,6.63,0.22,0.932,4856723800,44765811000
"2016-03-04,五",3064.7,3073.06,3049.56,3070.85,5.8,0.19,0.767,4700440700,43666358000
"2016-03-04,五",3073.08,3101.09,3032.92,3098.72,27.87,0.91,2.22,6610871500,61727661000
"2016-03-04,五",3099.22,3101.55,3079.88,3093.89,-4.83,-0.16,0.699,5749217000,55360640000
"2016-03-07,一",3109,3130.8,3109,3115.23,21.34,0.69,0.705,6035795100,57260479000
"2016-03-07,一",3114.88,3115.11,3095.56,3112.26,-2.97,-0.1,0.628,2386002300,24297670000
"2016-03-07,一",3112.49,3113.7,3087.41,3087.41,-24.85,-0.8,0.845,1887232500,18839462000
"2016-03-07,一",3086.92,3105.74,3083.86,3104.84,17.43,0.56,0.709,2937173800,27392733000
"2016-03-08,二",3100.15,3100.15,3010.92,3016.79,-88.05,-2.84,2.87,5572616700,50353840000
"2016-03-08,二",3017.04,3052.33,3001.94,3052.33,35.54,1.18,1.67,2363084100,22211933000
"2016-03-08,二",3054.12,3074.79,3039.47,3069.86,17.52,0.57,1.16,2199392100,22466648000
"2016-03-08,二",3069.86,3108.77,3060.25,3107.67,37.82,1.23,1.58,3488481100,33726067000
"2016-03-09,三",3045.92,3060.99,3024.57,3044.27,-63.4,-2.04,1.17,3717478500,35666639000
"2016-03-09,三",3044.21,3053.44,3020.19,3025.66,-18.61,-0.61,1.09,2267687500,21505475000
"2016-03-09,三",3025.63,3048.33,3025.63,3033.81,8.15,0.27,0.75,1237807400,12145878000
"2016-03-09,三",3033.5,3072.92,3022.04,3071.91,38.09,1.26,1.68,3923651100,36980660000
"2016-03-10,四",3056.21,3074.16,3040.49,3053.75,-18.15,-0.59,1.1,2344102300,25223352000
"2016-03-10,四",3053.48,3057.86,3038.63,3042.86,-10.89,-0.36,0.63,1152174500,12021117000
"2016-03-10,四",3043.82,3069.9,3043.82,3058.56,15.7,0.52,0.857,1341435000,14101702000
"2016-03-10,四",3058.33,3058.33,3012.69,3013.15,-45.42,-1.48,1.49,2769507900,26834297000
"2016-03-11,五",2990.21,3011.88,2982.23,2983.96,-29.18,-0.97,0.984,2497626300,25673992000
"2016-03-11,五",2983.51,3007.57,2982.64,3007.57,23.61,0.79,0.836,1204062900,12259188000
"2016-03-11,五",3007.44,3026.34,3005.07,3012.41,4.84,0.16,0.707,1461987200,15175805000
"2016-03-11,五",3013.42,3018.28,2990.43,3018.28,5.88,0.2,0.925,2169680000,21258311000
"2016-03-14,一",3039.57,3088.5,3034.3,3087.86,69.57,2.31,1.8,3866188900,41482246000
"2016-03-14,一",3087.64,3106.64,3081.16,3098.16,10.31,0.33,0.825,2803028900,28980767000
"2016-03-14,一",3098,3104.92,3086.53,3086.84,-11.32,-0.37,0.594,2213148100,22925958000
"2016-03-14,一",3086.72,3091.25,3061.33,3065.69,-21.15,-0.69,0.969,2828499600,30150123000
"2016-03-15,二",3061.34,3065.62,3044.21,3052.2,-13.49,-0.44,0.698,2861383200,31913720000
"2016-03-15,二",3051.75,3062.13,3034.02,3035.2,-17,-0.56,0.921,1693971100,17428681000
"2016-03-15,二",3035.25,3044.2,3028.74,3040.6,5.4,0.18,0.509,1331923700,13488918000
"2016-03-15,二",3040.81,3076.9,3035.27,3074.78,34.18,1.12,1.37,3943916100,38471526000
"2016-03-16,三",3068.87,3088.92,3064.59,3083.37,8.59,0.28,0.791,3033304000,32902412000
"2016-03-16,三",3083.21,3097.01,3082.22,3089.91,6.54,0.21,0.48,4163828100,40548968000
"2016-03-16,三",3089.83,3100.25,3085.05,3091.94,2.03,0.07,0.492,2465079600,24882601000
"2016-03-16,三",3091.88,3094.39,3088.36,3090.03,-1.91,-0.06,0.195,2811433100,27794873000
"2016-03-17,四",3096.81,3116.09,3090.26,3094.06,4.03,0.13,0.836,2914033600,33172033000
"2016-03-17,四",3093.97,3110.01,3077.57,3109.88,15.82,0.51,1.05,1537349500,18449532000
"2016-03-17,四",3109.1,3142.58,3109.1,3142.44,32.56,1.05,1.08,4039962100,45459911000
"2016-03-17,四",3143.21,3147.65,3114.4,3124.2,-18.24,-0.58,1.06,3674832500,39522234000
"2016-03-18,五",3136.22,3170.69,3130.26,3170.69,46.48,1.49,1.29,5235778700,61392117000
"2016-03-18,五",3170.73,3187.01,3160.89,3185.04,14.35,0.45,0.824,3976275300,42550005000
"2016-03-18,五",3184.97,3197.26,3170.04,3182.44,-2.6,-0.08,0.855,5423107000,53730968000
"2016-03-18,五",3182.97,3182.99,3158.13,3171.96,-10.47,-0.33,0.781,5095095000,52344720000
"2016-03-21,一",3203.29,3248.39,3198.36,3241.39,69.42,2.19,1.58,8572384400,1.01559E+11
"2016-03-21,一",3241.88,3267.71,3240.93,3241.83,0.44,0.01,0.826,6298081600,66473404000
"2016-03-21,一",3243,3250.01,3223.62,3225.95,-15.88,-0.49,0.814,3858231000,39095000000
"2016-03-21,一",3226.85,3250.13,3219.82,3249.44,23.48,0.73,0.94,4598249000,49709690000
"2016-03-22,二",3231.61,3248.75,3219.55,3246.18,-3.25,-0.1,0.899,6374438200,80017821000
"2016-03-22,二",3246.09,3249.55,3223.07,3223.12,-23.07,-0.71,0.816,3175122100,37392697000
"2016-03-22,二",3222.92,3245.26,3221.11,3243.05,19.93,0.62,0.749,2975706900,34358862000
"2016-03-22,二",3243.31,3243.31,3218.73,3225.79,-17.26,-0.53,0.758,3576821800,42442600000
"2016-03-23,三",3217.73,3242.2,3213.47,3224.61,-1.18,-0.04,0.89,3804822500,47239367000
"2016-03-23,三",3224.44,3230.58,3212.73,3212.84,-11.77,-0.37,0.554,2186648500,26479984000
"2016-03-23,三",3211.95,3216.17,3203.02,3205.07,-7.77,-0.24,0.409,2379641500,27149283000
"2016-03-23,三",3205.2,3238.78,3204.59,3236.09,31.02,0.97,1.07,4196816100,54698436000
"2016-03-24,四",3211.5,3217.66,3185.51,3212.34,-23.75,-0.73,0.994,4951517600,60460568000
"2016-03-24,四",3212.79,3212.98,3192.27,3204.16,-8.17,-0.25,0.645,2734135200,30964677000
"2016-03-24,四",3204.52,3221.91,3202.55,3214.14,9.97,0.31,0.604,1930672900,26477102000
"2016-03-24,四",3214.33,3217.33,3181.81,3181.85,-32.29,-1,1.1,3696786500,44533683000
"2016-03-25,五",3176.81,3204.25,3176.8,3188.23,6.38,0.2,0.863,3341050100,40995179000
"2016-03-25,五",3188.06,3196.45,3176.12,3188.32,0.09,0,0.638,2117595900,23290716000
"2016-03-25,五",3188.77,3202.78,3181.26,3186.27,-2.04,-0.06,0.675,1805779800,22277806000
"2016-03-25,五",3186,3197.82,3174.32,3197.82,11.54,0.36,0.738,2475107200,28631903000
"2016-03-28,一",3206.95,3229.56,3206.95,3220.16,22.34,0.7,0.707,3561705500,43478286000
"2016-03-28,一",3219.97,3224.64,3210.6,3211.12,-9.04,-0.28,0.436,1768482000,21766234000
"2016-03-28,一",3210.85,3211.98,3196.11,3198.86,-12.26,-0.38,0.494,1764243100,21419878000
"2016-03-28,一",3198.64,3199.41,3161.96,3169.73,-29.13,-0.91,1.17,3249762700,37179646000
"2016-03-29,二",3171.31,3177.55,3148.99,3167.36,-2.37,-0.07,0.901,3115892500,37259737000
"2016-03-29,二",3167.86,3167.86,3141.76,3141.76,-25.6,-0.81,0.824,1721252400,19881961000
"2016-03-29,二",3141.71,3157.83,3124.95,3157.3,15.54,0.49,1.05,2303283000,27783520000
"2016-03-29,二",3157.46,3158,3122.85,3135.41,-21.89,-0.69,1.11,2589046800,28919062000
"2016-03-30,三",3161.29,3194.11,3161.29,3184.65,49.24,1.57,1.05,4097264500,48503997000
"2016-03-30,三",3184.33,3188.76,3170.79,3178,-6.64,-0.21,0.564,1626804900,19338336000
"2016-03-30,三",3178.3,3196.08,3178.3,3190.48,12.48,0.39,0.56,1937870700,24801804000
"2016-03-30,三",3190.11,3216.4,3190.11,3216.28,25.8,0.81,0.824,4118311100,48077633000
"2016-03-31,四",3229.2,3232.19,3219.29,3219.97,3.7,0.11,0.401,4145066800,52144665000
"2016-03-31,四",3219.42,3227.09,3208.82,3226.72,6.75,0.21,0.567,2376001700,27919614000
"2016-03-31,四",3226.64,3241.82,3219.27,3226.19,-0.53,-0.02,0.699,3083180800,37604404000
"2016-03-31,四",3226.66,3228.51,3212,3218.09,-8.1,-0.25,0.512,2550958100,29598927000
"2016-04-01,五",3213.67,3222.59,3195.76,3197.18,-20.91,-0.65,0.834,3998326500,43201397000
"2016-04-01,五",3196.99,3201.3,3170.36,3170.36,-26.82,-0.84,0.968,2291863100,25703584000
"2016-04-01,五",3170.71,3202.46,3165.88,3198.14,27.78,0.88,1.15,2100844500,21986872000
"2016-04-01,五",3198.76,3221.9,3195.87,3221.89,23.76,0.74,0.814,3421179800,36158245000
"2016-04-05,二",3211.3,3225.76,3205.48,3221.8,-0.1,0,0.63,3372061400,38355534000
"2016-04-05,二",3221.78,3252.65,3213.81,3252.59,30.79,0.96,1.21,3007791500,31528462000
"2016-04-05,二",3253.05,3271.91,3253.05,3263.23,10.64,0.33,0.58,3992736100,46622743000
"2016-04-05,二",3263.32,3271.4,3256.32,3264.49,1.26,0.04,0.462,4232188000,42789801000
"2016-04-06,三",3250.52,3267.5,3247.03,3255.51,-8.98,-0.27,0.627,4825727500,53341359000
"2016-04-06,三",3255.31,3265.14,3251.13,3264.2,8.69,0.27,0.43,2126573300,24617247000
"2016-04-06,三",3264.66,3265.8,3236.36,3246.17,-18.03,-0.55,0.902,2530978900,28869408000
"2016-04-06,三",3246.35,3259.36,3242.14,3257.53,11.35,0.35,0.531,2536350800,30378246000
"2016-04-07,四",3266.29,3270.82,3233.59,3233.59,-23.93,-0.73,1.14,3586001000,42944114000
"2016-04-07,四",3233.52,3233.52,3216.56,3231.45,-2.14,-0.07,0.525,2462833300,28224442000
"2016-04-07,四",3231.66,3243.33,3218.28,3241.62,10.17,0.31,0.775,2201697200,23271059000
"2016-04-07,四",3241.45,3241.5,3208.72,3209.29,-32.33,-1,1.01,2990415200,33833452000
"2016-04-08,五",3189.85,3196.67,3180.87,3194.39,-14.9,-0.46,0.492,3181927300,36447216000
"2016-04-08,五",3194.31,3197.77,3173.9,3183.82,-10.56,-0.33,0.747,2279794800,24844486000
"2016-04-08,五",3183.76,3196.59,3180.99,3181.85,-1.98,-0.06,0.49,1664977000,18696150000
